timestamp,sleepStage
 637454400,W
 637454430,W
 637454460,W
 637454490,W
 637454520,W
 637454550,W
 637454580,W
 637454610,W
 637454640,W
 637454670,W
 637454700,W
 637454730,W
 637454760,W
 637454790,W
 637454820,W
 637454850,W
 637454880,W
 637454910,W
 637454940,W
 637454970,W
 637455000,W
 637455030,W
 637455060,W
 637455090,W
 637455120,W
 637455150,W
 637455180,W
 637455210,W
 637455270,W
 637455240,W
 637455300,W
 637455330,W
 637455360,W
 637455390,W
 637455420,W
 637455450,W
 637455480,W
 637455510,W
 637455540,W
 637455570,W
 637455600,W
 637455630,W
 637455660,W
 637455690,W
 637455720,W
 637455750,W
 637455780,W
 637455810,W
 637455840,W
 637455870,W
 637455900,W
 637455930,W
 637455960,N1
 637455990,N1
 637456020,N1
 637456050,N1
 637456080,N1
 637456110,N1
 637456140,N1
 637456170,N1
 637456200,N2
 637456230,N2
 637456260,N2
 637456290,N2
 637456320,N2
 637456350,N2
 637456380,N2
 637456410,N2
 637456440,N2
 637456470,N2
 637456500,N2
 637456530,N2
 637456560,N3
 637456590,N3
 637456620,N3
 637456650,N2
 637456680,N2
 637456710,N2
 637456740,N2
 637456770,N2
 637456800,N2
 637456830,N2
 637456860,N2
 637456890,N2
 637456920,N2
 637456950,N3
 637456980,N2
 637457010,N2
 637457040,N2
 637457070,N2
 637457100,N2
 637457130,N2
 637457160,N2
 637457190,N2
 637457220,N2
 637457250,N2
 637457280,N2
 637457310,N2
 637457340,N2
 637457370,N2
 637457400,N2
 637457430,N2
 637457460,N2
 637457490,N2
 637457520,N2
 637457550,N2
 637457580,N2
 637457610,N2
 637457640,N2
 637457670,N2
 637457700,N2
 637457730,N2
 637457760,N2
 637457790,N2
 637457820,N2
 637457850,N2
 637457880,N2
 637457910,N2
 637457940,N2
 637457970,N2
 637458000,N2
 637458030,N2
 637458060,N2
 637458090,N2
 637458120,N2
 637458150,N2
 637458180,N2
 637458210,N2
 637458240,N2
 637458270,REM
 637458300,REM
 637458330,REM
 637458360,REM
 637458390,W
 637458420,W
 637458450,N1
 637458480,N1
 637458510,N2
 637458540,N2
 637458570,N2
 637458600,N2
 637458630,N2
 637458660,N2
 637458690,N2
 637458720,N2
 637458750,N2
 637458780,N2
 637458810,N2
 637458840,N2
 637458870,N2
 637458900,N2
 637458930,N2
 637458960,N2
 637458990,N2
 637459020,N2
 637459050,N2
 637459080,N2
 637459110,REM
 637459140,REM
 637459170,REM
 637459200,REM
 637459230,REM
 637459260,REM
 637459290,REM
 637459320,REM
 637459350,REM
 637459380,REM
 637459410,W
 637459440,N1
 637459470,N1
 637459500,N1
 637459530,N1
 637459560,N2
 637459590,N2
 637459620,N2
 637459650,N2
 637459680,N2
 637459710,N2
 637459740,N2
 637459770,N2
 637459800,N2
 637459830,N2
 637459860,N2
 637459890,N2
 637459920,N2
 637459950,N2
 637459980,N2
 637460010,N2
 637460040,N2
 637460070,N2
 637460100,N2
 637460130,N2
 637460160,N2
 637460190,N2
 637460220,N2
 637460250,N2
 637460280,N2
 637460310,N2
 637460340,N3
 637460370,N3
 637460400,N2
 637460430,N2
 637460460,N3
 637460490,N2
 637460520,N2
 637460550,N2
 637460580,N2
 637460610,N2
 637460640,N2
 637460670,N3
 637460700,N2
 637460730,N2
 637460760,N2
 637460790,N2
 637460820,N2
 637460850,N2
 637460880,N2
 637460910,N2
 637460940,N2
 637460970,N2
 637461000,N2
 637461030,N2
 637461060,N2
 637461090,N2
 637461120,N2
 637461150,N2
 637461180,N2
 637461210,N2
 637461240,N2
 637461270,N2
 637461300,N2
 637461330,N2
 637461360,N2
 637461390,N2
 637461420,N2
 637461450,N3
 637461480,N2
 637461510,N3
 637461540,N2
 637461570,N2
 637461600,N2
 637461630,N2
 637461660,N2
 637461690,N2
 637461720,N2
 637461750,N3
 637461780,N3
 637461810,N3
 637461840,N3
 637461870,N3
 637461900,N3
 637461930,N3
 637461960,N3
 637461990,N3
 637462020,N3
 637462050,N3
 637462080,N3
 637462110,N3
 637462140,N3
 637462170,N3
 637462200,N3
 637462230,N3
 637462260,N3
 637462290,N3
 637462320,N3
 637462350,N3
 637462380,N3
 637462410,N3
 637462440,N3
 637462470,N3
 637462500,N3
 637462530,N3
 637462560,N3
 637462590,N3
 637462620,N3
 637462650,N3
 637462680,N3
 637462710,N3
 637462740,N3
 637462770,N3
 637462800,N2
 637462830,N2
 637462860,N2
 637462890,N2
 637462920,N2
 637462950,N3
 637462980,N2
 637463010,N2
 637463040,N2
 637463070,N2
 637463100,N2
 637463130,N2
 637463160,N2
 637463190,N3
 637463220,N3
 637463250,N3
 637463280,N2
 637463310,N2
 637463340,N1
 637463370,N1
 637463400,N1
 637463430,N1
 637463460,N1
 637463490,N1
 637463520,N2
 637463550,N2
 637463580,N2
 637463610,N2
 637463640,N2
 637463670,N2
 637463700,N2
 637463730,N2
 637463760,N2
 637463790,N2
 637463820,N1
 637463850,N1
 637463880,N1
 637463910,N1
 637463940,N1
 637463970,N2
 637464000,N2
 637464030,N2
 637464060,N2
 637464090,REM
 637464120,REM
 637464150,REM
 637464180,REM
 637464210,REM
 637464240,REM
 637464270,REM
 637464300,REM
 637464330,REM
 637464360,REM
 637464390,REM
 637464420,REM
 637464450,REM
 637464480,REM
 637464510,W
 637464540,N1
 637464570,N1
 637464600,N1
 637464630,REM
 637464660,REM
 637464690,REM
 637464720,REM
 637464750,REM
 637464780,REM
 637464810,N2
 637464840,N2
 637464870,N2
 637464900,N2
 637464930,N2
 637464960,N2
 637464990,N2
 637465020,N2
 637465050,N2
 637465080,N2
 637465110,N2
 637465140,N2
 637465170,N2
 637465200,N2
 637465230,N2
 637465260,N2
 637465290,N2
 637465320,N2
 637465350,N2
 637465380,N2
 637465410,N2
 637465440,N2
 637465470,N2
 637465500,N2
 637465530,N2
 637465560,N2
 637465590,N2
 637465620,N2
 637465650,N2
 637465680,N2
 637465710,N2
 637465740,N2
 637465770,N2
 637465800,N2
 637465830,N2
 637465860,N2
 637465890,N2
 637465920,N2
 637465950,N2
 637465980,N2
 637466010,N2
 637466040,N2
 637466070,N2
 637466100,N2
 637466130,N2
 637466160,N2
 637466190,N2
 637466220,N2
 637466250,N2
 637466280,N2
 637466310,N2
 637466340,N2
 637466370,N2
 637466400,N2
 637466430,N2
 637466460,N2
 637466490,N2
 637466520,N2
 637466550,N2
 637466580,N2
 637466610,N2
 637466640,N2
 637466670,N2
 637466700,N2
 637466730,N2
 637466760,N2
 637466790,N2
 637466820,N2
 637466850,N2
 637466880,N1
 637466910,N1
 637466940,N1
 637466970,N1
 637467000,N1
 637467030,N1
 637467060,N2
 637467090,N2
 637467120,N2
 637467150,N2
 637467180,N2
 637467210,N2
 637467240,N2
 637467270,N2
 637467300,N2
 637467330,N2
 637467360,N2
 637467390,N2
 637467420,N2
 637467450,N2
 637467480,N2
 637467510,N2
 637467540,N2
 637467570,N2
 637467600,N2
 637467630,N2
 637467660,N2
 637467690,N2
 637467720,N2
 637467750,N2
 637467780,N2
 637467810,N2
 637467840,N2
 637467870,N2
 637467900,N2
 637467930,N2
 637467960,N2
 637467990,N2
 637468020,N2
 637468050,N2
 637468080,N2
 637468110,N2
 637468140,N2
 637468170,N2
 637468200,N2
 637468230,N2
 637468260,N2
 637468290,N2
 637468320,N2
 637468350,N2
 637468380,N2
 637468410,N2
 637468440,N2
 637468470,N2
 637468500,N2
 637468530,N2
 637468560,N2
 637468590,N2
 637468620,N2
 637468650,N2
 637468680,N2
 637468710,N2
 637468740,N2
 637468770,N2
 637468800,N2
 637468830,N3
 637468860,N2
 637468890,N2
 637468920,N2
 637468950,N2
 637468980,N2
 637469010,N2
 637469040,N2
 637469070,N2
 637469100,N2
 637469130,W
 637469160,W
 637469190,N1
 637469220,N2
 637469250,N2
 637469280,N2
 637469310,N2
 637469340,N2
 637469370,N2
 637469400,N2
 637469430,N2
 637469460,N2
 637469490,N2
 637469520,N2
 637469550,N2
 637469580,N2
 637469610,N2
 637469640,N2
 637469670,N2
 637469700,N1
 637469730,N1
 637469760,N1
 637469790,N1
 637469820,N1
 637469850,N1
 637469880,N1
 637469910,N1
 637469940,N1
 637469970,N1
 637470000,N1
 637470030,N1
 637470060,N1
 637470090,N2
 637470120,N2
 637470150,N2
 637470180,N2
 637470210,N2
 637470240,N1
 637470270,N1
 637470300,N1
 637470330,N1
 637470360,N1
 637470390,N1
 637470420,N1
 637470450,N1
 637470480,N1
 637470510,REM
 637470540,REM
 637470570,REM
 637470600,REM
 637470630,REM
 637470660,REM
 637470690,REM
 637470720,REM
 637470750,REM
 637470780,REM
 637470810,REM
 637470840,REM
 637470870,REM
 637470900,REM
 637470930,REM
 637470960,REM
 637470990,REM
 637471020,REM
 637471050,REM
 637471080,REM
 637471110,REM
 637471140,REM
 637471170,REM
 637471200,REM
 637471230,REM
 637471260,REM
 637471290,REM
 637471320,REM
 637471350,REM
 637471380,REM
 637471410,REM
 637471440,REM
 637471470,REM
 637471500,REM
 637471530,REM
 637471560,REM
 637471590,REM
 637471620,REM
 637471650,W
 637471680,W
 637471710,W
 637471740,W
 637471770,W
 637471800,W
 637471830,W
 637471860,W
 637471890,W
 637471920,W
 637471950,W
 637471980,W
 637472010,W
 637472040,W
 637472070,W
 637472100,W
 637472130,W
 637472160,N1
 637472190,N1
 637472220,N1
 637472250,N1
 637472280,N1
 637472310,N1
 637472340,N1
 637472370,N1
 637472400,N1
 637472430,N1
 637472460,N2
 637472490,N2
 637472520,N2
 637472550,N2
 637472580,N2
 637472610,N2
 637472640,N2
 637472670,N2
 637472700,N2
 637472730,N2
 637472760,N2
 637472790,N2
 637472820,N2
 637472850,N2
 637472880,N2
 637472910,N2
 637472940,N2
 637472970,N2
 637473000,N2
 637473030,N2
 637473060,N1
 637473090,N1
 637473120,N1
 637473150,N1
 637473180,N1
 637473210,N1
 637473240,N1
 637473270,N1
 637473300,N1
 637473330,N1
 637473360,N1
 637473390,N1
 637473420,N1
 637473450,N1
 637473480,N1
 637473510,N1
 637473540,N2
 637473570,N2
 637473600,N2
 637473630,N2
 637473660,N2
 637473690,N2
 637473720,N2
 637473750,N2
 637473780,N2
 637473810,N2
 637473840,N2
 637473870,N2
 637473900,N2
 637473930,N2
 637473960,N2
 637473990,N2
 637474020,N2
 637474050,N2
 637474080,N2
 637474110,N2
 637474140,N2
 637474170,N2
 637474200,N2
 637474230,N2
 637474260,N2
 637474290,N2
 637474320,N2
 637474350,N2
 637474380,N2
 637474410,N2
 637474440,N2
 637474470,N2
 637474500,N2
 637474530,N2
 637474560,N2
 637474590,N2
 637474620,N2
 637474650,N2
 637474680,N2
 637474710,N2
 637474740,N2
 637474770,N2
 637474800,N2
 637474830,N2
 637474860,N2
 637474890,N2
 637474920,N2
 637474950,N2
 637474980,N2
 637475010,N2
 637475040,N2
 637475070,N2
 637475100,N2
 637475130,N2
 637475160,N2
 637475190,N2
 637475220,N2
 637475250,N2
 637475280,N2
 637475310,N2
 637475340,N2
 637475370,N2
 637475400,N2
 637475430,N2
 637475460,N2
 637475490,N2
 637475520,N2
 637475550,N2
 637475580,N2
 637475610,N2
 637475640,N2
 637475670,N2
 637475700,N2
 637475730,N2
 637475760,N2
 637475790,N2
 637475820,N2
 637475850,N2
 637475880,N2
 637475910,N2
 637475940,N2
 637475970,N2
 637476000,N2
 637476030,N2
 637476060,N2
 637476090,N2
 637476120,N2
 637476150,N2
 637476180,N2
 637476210,N2
 637476240,N2
 637476270,N2
 637476300,N2
 637476330,N2
 637476360,N2
 637476390,N2
 637476420,N2
 637476450,N2
 637476480,N2
 637476510,N2
 637476540,N2
 637476570,N2
 637476600,N2
 637476630,REM
 637476660,REM
 637476690,REM
 637476720,REM
 637476750,REM
 637476780,REM
 637476810,REM
 637476840,REM
 637476870,REM
 637476900,REM
 637476930,REM
 637476960,REM
 637476990,REM
 637477020,W
 637477050,W
 637477080,W
 637477110,W
 637477140,W
 637477170,W
 637477200,W
 637477230,W
 637477260,W
 637477290,W
 637477320,W
 637477350,W
 637477380,W
 637477410,W
 637477440,W
 637477470,W
 637477500,W
 637477530,W
 637477560,W
 637477590,W
 637477620,W
 637477650,W
 637477680,W
 637477710,W
 637477740,W
 637477770,W
 637477800,N1
 637477830,N1
 637477860,N1
 637477890,N1
 637477920,N1
 637477950,N1
 637477980,N1
 637478010,N1
 637478040,N1
 637478070,N1
 637478100,N1
 637478130,N1
 637478160,N1
 637478190,N1
 637478220,W
 637478250,W
 637478280,W
 637478310,W
 637478340,N1
 637478370,W
 637478400,W
 637478430,W
 637478460,N1
 637478490,W
 637478520,W
 637478550,N1
 637478580,W
 637478610,W
 637478640,W
 637478670,W
 637478700,N1
 637478730,W
 637478760,W
 637478790,W
 637478820,W
 637478850,W
 637478880,W
 637478910,W
 637478940,W
 637478970,W
 637479000,W
 637479030,W
 637479060,W
 637479090,W
 637479120,W
 637479150,W
 637479180,W
 637479210,W
 637479240,W
 637479270,W
 637479300,W
 637479330,W
 637479360,W
 637479390,W
 637479420,W
 637479450,W
 637479480,W
 637479510,W
 637479540,W
 637479570,W
 637479600,W
 637479630,W
 637479660,W
 637479690,W
 637479720,W
 637479750,W
 637479780,W
 637479810,W
 637479840,W
 637479870,W
 637479900,W
 637479930,W
 637479960,W
 637479990,W
 637480020,W
 637480050,W
 637480080,W
 637480110,W
 637480140,W
 637480170,W
 637480200,W
 637480230,W
 637480260,W
 637480290,W
 637480320,W
 637480350,W
 637480380,W
 637480410,W
 637480440,W
 637480470,W
 637480500,W
 637480530,W
 637480560,W
 637480590,W
 637480620,W
 637480650,W
 637480680,W
 637480710,W
 637480740,W
 637480770,W
 637480800,W
 637480830,W
 637480860,W
 637480890,W
 637480920,W
 637480950,W
 637480980,W
 637481010,W
 637481040,W
 637481070,W
 637481100,W
 637481130,W
 637481160,W
 637481190,W
 637481220,W
 637481250,W
 637481280,W
 637481310,W
 637481340,W
 637481370,W
 637481400,W
 637481430,W
 637481460,W
 637481490,W
 637481520,W
 637481550,W
 637481580,W
 637481610,W
 637481640,W
 637481670,W
 637481700,W
 637481730,W
 637481760,W
 637481790,W
 637481820,W
 637481850,W
 637481880,W
 637481910,W
 637481940,W
 637481970,W
 637482000,W
 637482030,W
 637482060,W
 637482090,W
 637482120,W
 637482150,W
 637482180,W
 637482210,W
 637482240,W
 637482270,W
 637482300,W
 637482330,W
 637482360,N1
 637482390,N1
 637482420,N1
 637482450,N1
 637482480,N1
 637482510,N1
 637482540,N1
 637482570,N1
 637482600,N1
 637482630,N1
 637482660,W
 637482690,W
 637482720,W
 637482750,W
 637482780,W
 637482810,W
 637482840,W
 637482870,W
 637482900,W
 637482930,W
 637482960,W
 637482990,W
 637483020,W
 637483050,W
 637483080,W
 637483110,W
 637483140,W
 637483170,W
 637483200,W
 637483230,W
 637483260,W
 637483290,W
 637483320,W
 637483350,W
 637483380,W
 637483410,W
 637483440,N1
 637483470,W
 637483500,W
 637483530,W
 637483560,W
 637483590,W
 637483620,W
 637483650,W
 637483680,W
 637483710,W
 637483740,W
 637483770,W
 637483800,W
 637483830,W
 637483860,W
 637483890,W
 637483920,W
 637483950,W
 637483980,W
 637484010,W
 637484040,W
 637484070,W
 637484100,W
 637484130,W
 637484160,W
 637484190,W
 637484220,W
 637484250,W
 637484280,W
 637484310,W
 637484340,W
 637484370,W
 637484400,W
 637484430,W
 637484460,W
 637484490,W
 637484520,W
 637484550,W
 637484580,W
 637484610,W
 637484640,W
 637484670,W
 637484700,W
 637484730,W
 637484760,W
 637484790,W
 637484820,W
 637484850,W
 637484880,W
 637484910,W
 637484940,W
 637484970,W
 637485000,W
 637485030,W
 637485060,W
 637485090,W
 637485120,W
 637485150,W
 637485180,W
 637485210,W
